"GPS Time of Week (s)","GPS Week (weeks)","Packet type 0x15","Reserved; set to 0","ID of the range request/response pair this packet represents","Requester’s serial number","Responder’s serial number","Electrical delay within the radio","Antenna calibration max signal index","Responder’s range correction bias (Acquire Bias) in frames","Responder’s range correction bias (LED correction + electrical delay correction) in bins","Distance between the lockspot and the leading edge (in bins)","Raw, unprocessed range measurement","Nonzero if a timeout occurred","Range in feet","Range in bins","Time of the entire range handshake","Timestamp of the range (in hardware counts). The hardware counter is a 32-bit counter driven by a continuously running 3.6864 MHz clock. It overflows (wraps around) every 19 min. 25.084 sec. To convert hardware counts to time in microseconds, convert the time in hardware counts (e.g. the difference between two consecutive range timestamps) to a float for accuracy then divide by 3.6864.","Number of ranges/second","Percentage of received messages","Number of range requests sent","Number of range responses received","Average deviation of noise","Raw peak of received signal","Scan index of raw peak","Reported AT threshold"
74071.155, 1463, 21, 0, 3877, 1098, 837, -157, 0, -488, -57, -193, 16019331, 0, 4451, 14238, 2849, 1135817559, 0, 9855, 3877, 3763, 0, 1079, 1209, 1536
74071.155, 1463, 21, 0, 3878, 1098, 0, -157, 0, 0, 0, -193, 16019331, 1, 4451, 14238, 2849, 1135817559, 0, 9855, 3878, 3763, 0, 1079, 1209, 1536
74071.765, 1463, 21, 0, 3879, 1098, 837, -157, 0, -488, -70, -232, 16019502, 0, 4457, 14256, 2847, 1136430161, 0, 9853, 3879, 3764, 70, 1217, 1209, 1536
74071.965, 1463, 21, 0, 3880, 1098, 837, -157, 0, -488, -83, -232, 16019423, 0, 4452, 14241, 2849, 1136629980, 0, 9853, 3880, 3765, 16, 1238, 1209, 2150
74072.166, 1463, 21, 0, 3881, 1098, 837, -157, 0, -488, -70, -193, 16019465, 0, 4459, 14263, 2849, 1136830086, 0, 9853, 3881, 3766, 27, 1178, 1212, 2150
74072.366, 1463, 21, 0, 3882, 1098, 837, -157, 0, -488, -122, -232, 16019459, 0, 4456, 14251, 2848, 1137030193, 0, 9853, 3882, 3767, 15, 1133, 1206, 2150
74072.566, 1463, 21, 0, 3883, 1098, 837, -157, 0, -488, -122, -232, 16019547, 0, 4460, 14266, 2855, 1137230360, 0, 9853, 3883, 3768, 38, 1063, 1209, 1228
74072.768, 1463, 21, 0, 3884, 1098, 837, -157, 0, -488, -70, -232, 16019428, 0, 4458, 14260, 2855, 1137430481, 0, 9853, 3884, 3769, 33, 1237, 1209, 1843
74072.967, 1463, 21, 0, 3885, 1098, 837, -157, 0, -488, -70, -232, 16019435, 0, 4458, 14259, 2854, 1137630594, 0, 9853, 3885, 3770, 36, 1187, 1206, 2150
74073.167, 1463, 21, 0, 3886, 1098, 837, -157, 0, -488, -70, -232, 16019439, 0, 4460, 14265, 2854, 1137830710, 0, 9853, 3886, 3771, 16, 1239, 1209, 2150
74073.367, 1463, 21, 0, 3887, 1098, 837, -157, 0, -488, -70, -193, 16019402, 0, 4459, 14262, 2854, 1138030824, 0, 9853, 3887, 3772, 55, 1171, 1212, 2150
74073.569, 1463, 21, 0, 3888, 1098, 837, -157, 0, -488, -109, -232, 16019460, 0, 4454, 14246, 2855, 1138230947, 0, 9853, 3888, 3773, 71, 1159, 1209, 2150
74073.769, 1463, 21, 0, 3889, 1098, 837, -157, 0, -488, -122, -193, 16019453, 0, 4456, 14252, 2855, 1138431068, 0, 9853, 3889, 3774, 41, 1272, 1212, 2457
74073.968, 1463, 21, 0, 3890, 1098, 837, -157, 0, -488, -70, -232, 16019453, 0, 4457, 14256, 2854, 1138631183, 0, 9853, 3890, 3775, 20, 1265, 1209, 2150
74074.170, 1463, 21, 0, 3891, 1098, 837, -157, 0, -488, -70, -232, 16019545, 0, 4461, 14270, 2855, 1138831295, 0, 9853, 3891, 3776, 7, 1249, 1209, 2150
74074.370, 1463, 21, 0, 3892, 1098, 837, -157, 0, -488, -122, -232, 16019484, 0, 4458, 14260, 2854, 1139031410, 0, 9853, 3892, 3777, 13, 1317, 1209, 2150
74074.570, 1463, 21, 0, 3893, 1098, 837, -157, 0, -488, -70, -232, 16019451, 0, 4457, 14256, 2855, 1139231532, 0, 9853, 3893, 3778, 49, 1238, 1209, 1843
74074.771, 1463, 21, 0, 3894, 1098, 837, -157, 0, -488, -109, -232, 16052221, 0, 9575, 30626, 2846, 1139431599, 0, 9853, 3894, 3779, 133, 1249, 1209, 1843
74074.971, 1463, 21, 0, 3895, 1098, 837, -157, 0, -488, -109, -232, 16019448, 0, 4453, 14243, 2854, 1139631759, 0, 9853, 3895, 3780, 21, 1207, 1206, 2150
74075.171, 1463, 21, 0, 3896, 1098, 837, -157, 0, -488, -70, -232, 16019440, 0, 4458, 14258, 2855, 1139831871, 0, 9854, 3896, 3781, 38, 1221, 1206, 2150
74075.371, 1463, 21, 0, 3897, 1098, 837, -157, 0, -488, -83, -232, 16019436, 0, 4452, 14240, 2849, 1140031933, 0, 9854, 3897, 3782, 32, 1363, 1209, 1843
74075.572, 1463, 21, 0, 3898, 1098, 837, -157, 0, -488, -44, -232, 16019399, 0, 4457, 14257, 2849, 1140232045, 0, 9854, 3898, 3783, 57, 1263, 1206, 2457
74075.772, 1463, 21, 0, 3899, 1098, 837, -157, 0, -488, -70, -232, 16019414, 0, 4453, 14242, 2845, 1140432159, 0, 9854, 3899, 3784, 72, 1299, 1209, 2150
74075.972, 1463, 21, 0, 3900, 1098, 837, -157, 0, -488, -70, -193, 16019389, 0, 4457, 14257, 2849, 1140632267, 0, 9854, 3900, 3785, 43, 1338, 1212, 2457
74076.173, 1463, 21, 0, 3901, 1098, 837, -157, 0, -488, -31, -232, 16019386, 0, 4456, 14253, 2849, 1140832373, 0, 9854, 3901, 3786, 13, 1555, 1206, 2457
74076.373, 1463, 21, 0, 3902, 1098, 837, -157, 0, -488, -70, -193, 16019389, 0, 4457, 14256, 2848, 1141032480, 0, 9854, 3902, 3787, 29, 1429, 1209, 3072
74076.573, 1463, 21, 0, 3903, 1098, 837, -157, 0, -488, -70, -193, 16019464, 0, 4456, 14252, 2849, 1141232593, 0, 9854, 3903, 3788, 25, 1588, 1212, 3686
74076.773, 1463, 21, 0, 3904, 1098, 837, -157, 0, -488, -96, -193, 16019379, 0, 4454, 14246, 2849, 1141432706, 0, 9854, 3904, 3789, 50, 1352, 1209, 3072
74076.974, 1463, 21, 0, 3905, 1098, 837, -157, 0, -488, -70, -232, 16019492, 0, 4457, 14255, 2855, 1141632868, 0, 9854, 3905, 3790, 33, 1526, 1209, 3686
74077.174, 1463, 21, 0, 3906, 1098, 837, -157, 0, -488, -148, -232, 16019508, 0, 4448, 14226, 2849, 1141832927, 0, 9854, 3906, 3791, 12, 1502, 1209, 3072
74077.374, 1463, 21, 0, 3907, 1098, 837, -157, 0, -488, -70, -232, 16019476, 0, 4454, 14246, 2849, 1142033033, 0, 9854, 3907, 3792, 10, 1524, 1209, 3072
74077.575, 1463, 21, 0, 3908, 1098, 837, -157, 0, -488, -70, -232, 16019488, 0, 4456, 14252, 2849, 1142233147, 0, 9854, 3908, 3793, 53, 1530, 1209, 3686
74077.775, 1463, 21, 0, 3909, 1098, 837, -157, 0, -488, -70, -232, 16019407, 0, 4455, 14250, 2849, 1142433260, 0, 9854, 3909, 3794, 11, 1523, 1209, 3072
74077.975, 1463, 21, 0, 3910, 1098, 837, -157, 0, -488, -109, -245, 16019546, 0, 4459, 14263, 2849, 1142633368, 0, 9854, 3910, 3795, 68, 1517, 1209, 2457
74078.175, 1463, 21, 0, 3911, 1098, 837, -157, 0, -488, -122, -193, 16019431, 0, 4458, 14259, 2849, 1142833474, 0, 9854, 3911, 3796, 1, 1423, 1212, 2457
74078.376, 1463, 21, 0, 3912, 1098, 837, -157, 0, -488, -31, -258, 16019394, 0, 4454, 14248, 2848, 1143033581, 0, 9854, 3912, 3797, 51, 1447, 1209, 3072
74078.576, 1463, 21, 0, 3913, 1098, 837, -157, 0, -488, -109, -219, 16019391, 0, 4447, 14223, 2849, 1143233695, 0, 9854, 3913, 3798, 70, 1426, 1212, 3072
74078.776, 1463, 21, 0, 3914, 1098, 837, -157, 0, -488, -31, -258, 16019394, 0, 4452, 14239, 2846, 1143433809, 0, 9854, 3914, 3799, 27, 1491, 1209, 2457
74078.977, 1463, 21, 0, 3915, 1098, 837, -157, 0, -488, -70, -232, 16019422, 0, 4454, 14247, 2849, 1143633917, 0, 9854, 3915, 3800, 37, 1512, 1209, 3072
74079.177, 1463, 21, 0, 3916, 1098, 837, -157, 0, -488, -70, -232, 16019420, 0, 4458, 14259, 2849, 1143834022, 0, 9854, 3916, 3801, 45, 1406, 1209, 2457
74079.377, 1463, 21, 0, 3917, 1098, 837, -157, 0, -488, -122, -232, 16019539, 0, 4454, 14247, 2849, 1144034129, 0, 9854, 3917, 3802, 50, 1227, 1209, 2150
74079.577, 1463, 21, 0, 3918, 1098, 837, -157, 0, -488, -70, -193, 16019465, 0, 4459, 14262, 2849, 1144234242, 0, 9854, 3918, 3803, 35, 1224, 1212, 2150
74079.777, 1463, 21, 0, 3919, 1098, 837, -157, 0, -488, -122, -232, 16019446, 0, 4451, 14235, 2849, 1144434355, 0, 9854, 3919, 3804, 19, 1323, 1209, 2150
74079.978, 1463, 21, 0, 3920, 1098, 837, -157, 0, -488, -83, -232, 16019405, 0, 4454, 14246, 2849, 1144634463, 0, 9854, 3920, 3805, 5, 1180, 1206, 1843
74080.178, 1463, 21, 0, 3921, 1098, 837, -157, 0, -488, -70, -232, 16019394, 0, 4454, 14246, 2849, 1144834569, 0, 9854, 3921, 3806, 51, 1201, 1209, 1843
74080.369, 1463, 21, 0, 3922, 1098, 837, -157, 0, -488, -70, -232, 16019483, 0, 4456, 14254, 2848, 1145034676, 0, 9854, 3922, 3807, 13, 1322, 1209, 2150
74080.569, 1463, 21, 0, 3923, 1098, 837, -157, 0, -488, -70, -193, 16019452, 0, 4458, 14259, 2849, 1145234789, 0, 9855, 3923, 3808, 10, 1183, 1209, 2150
74080.769, 1463, 21, 0, 3924, 1098, 837, -157, 0, -488, -109, -232, 16019442, 0, 4456, 14252, 2849, 1145434901, 0, 9855, 3924, 3809, 80, 1299, 1209, 2150
74080.969, 1463, 21, 0, 3925, 1098, 837, -157, 0, -488, -122, -232, 16019537, 0, 4455, 14250, 2849, 1145635011, 0, 9855, 3925, 3810, 23, 1313, 1209, 2150
74081.170, 1463, 21, 0, 3926, 1098, 837, -157, 0, -488, -70, -232, 16019410, 0, 4455, 14251, 2849, 1145835116, 0, 9855, 3926, 3811, 44, 1172, 1209, 1536
74081.370, 1463, 21, 0, 3927, 1098, 837, -157, 0, -488, -70, -232, 16019416, 0, 4459, 14262, 2849, 1146035224, 0, 9855, 3927, 3812, 31, 1215, 1209, 1843
74081.570, 1463, 21, 0, 3928, 1098, 837, -157, 0, -488, -70, -193, 16019382, 0, 4460, 14266, 2849, 1146235337, 0, 9855, 3928, 3813, 15, 1155, 1209, 2457
74081.771, 1463, 21, 0, 3929, 1098, 837, -157, 0, -488, -83, -193, 16019462, 0, 4458, 14260, 2849, 1146435449, 0, 9855, 3929, 3814, 56, 1281, 1212, 1843
74081.971, 1463, 21, 0, 3930, 1098, 837, -157, 0, -488, -70, -193, 16019457, 0, 4461, 14270, 2849, 1146635558, 0, 9855, 3930, 3815, 51, 1401, 1212, 2457
74082.171, 1463, 21, 0, 3931, 1098, 837, -157, 0, -488, -109, -193, 16019503, 0, 4458, 14258, 2849, 1146835663, 0, 9855, 3931, 3816, 23, 1257, 1212, 1843
74082.371, 1463, 21, 0, 3932, 1098, 837, -157, 0, -488, -70, -232, 16019423, 0, 4457, 14255, 2848, 1147035770, 0, 9855, 3932, 3817, 72, 1252, 1209, 2457
74082.572, 1463, 21, 0, 3933, 1098, 837, -157, 0, -488, -70, -245, 16019421, 0, 4458, 14258, 2849, 1147235883, 0, 9855, 3933, 3818, 89, 1348, 1209, 1843
74082.772, 1463, 21, 0, 3934, 1098, 837, -157, 0, -488, -70, -193, 16019461, 0, 4460, 14265, 2849, 1147435996, 0, 9855, 3934, 3819, 43, 1228, 1209, 2150
74082.972, 1463, 21, 0, 3935, 1098, 837, -157, 0, -488, -70, -232, 16019484, 0, 4453, 14245, 2849, 1147636105, 0, 9855, 3935, 3820, 77, 1209, 1209, 1843
74083.173, 1463, 21, 0, 3936, 1098, 837, -157, 0, -488, -83, -193, 16019359, 0, 4451, 14238, 2849, 1147836211, 0, 9855, 3936, 3821, 18, 1145, 1215, 2150
74083.373, 1463, 21, 0, 3937, 1098, 837, -157, 0, -488, -70, -232, 16019393, 0, 4453, 14243, 2848, 1148036318, 0, 9855, 3937, 3822, 27, 1097, 1209, 2457
74083.573, 1463, 21, 0, 3938, 1098, 837, -157, 0, -488, -44, -232, 16019390, 0, 4460, 14265, 2848, 1148236432, 0, 9855, 3938, 3823, 9, 1245, 1209, 2150
74083.773, 1463, 21, 0, 3939, 1098, 837, -157, 0, -488, -31, -193, 16019300, 0, 4450, 14235, 2849, 1148436545, 0, 9855, 3939, 3824, 20, 1333, 1212, 1843
74083.974, 1463, 21, 0, 3940, 1098, 837, -157, 0, -488, -70, -193, 16019334, 0, 4454, 14247, 2849, 1148636652, 0, 9855, 3940, 3825, 5, 1342, 1212, 1843
74084.174, 1463, 21, 0, 3941, 1098, 837, -157, 0, -488, -70, -232, 16019362, 0, 4454, 14246, 2849, 1148836757, 0, 9855, 3941, 3826, 20, 1498, 1209, 3072
74084.374, 1463, 21, 0, 3942, 1098, 837, -157, 0, -488, -70, -193, 16019323, 0, 4453, 14243, 2848, 1149036863, 0, 9855, 3942, 3827, 55, 1278, 1212, 2457
74084.575, 1463, 21, 0, 3943, 1098, 837, -157, 0, -488, -70, -232, 16019372, 0, 4454, 14248, 2849, 1149236978, 0, 9855, 3943, 3828, 57, 1267, 1209, 1536
74084.775, 1463, 21, 0, 3944, 1098, 837, -157, 0, -488, -70, -193, 16019433, 0, 4459, 14263, 2850, 1149437091, 0, 9855, 3944, 3829, 40, 1296, 1212, 2457
74084.975, 1463, 21, 0, 3945, 1098, 837, -157, 0, -488, -83, -232, 16019370, 0, 4451, 14237, 2849, 1149637204, 0, 9855, 3945, 3830, 33, 1207, 1209, 1843
74085.175, 1463, 21, 0, 3946, 1098, 837, -157, 0, -488, -96, -206, 16019386, 0, 4458, 14258, 2849, 1149837309, 0, 9855, 3946, 3831, 96, 1236, 1209, 1843
74085.175, 1463, 21, 0, 3947, 1098, 0, -157, 0, 0, 0, -206, 16019386, 1, 4458, 14258, 2849, 1149837309, 0, 9855, 3947, 3831, 96, 1236, 1209, 1843
74085.785, 1463, 21, 0, 3948, 1098, 837, -157, 0, -488, -70, -232, 16019429, 0, 4457, 14257, 2847, 1150449907, 0, 9855, 3948, 3832, 14, 1363, 1209, 2150
74085.986, 1463, 21, 0, 3949, 1098, 837, -157, 0, -488, -109, -193, 16019434, 0, 4457, 14256, 2849, 1150649725, 0, 9855, 3949, 3833, 25, 1172, 1212, 1843
74086.186, 1463, 21, 0, 3950, 1098, 837, -157, 0, -488, -122, -232, 16019561, 0, 4458, 14261, 2849, 1150849830, 0, 9856, 3950, 3834, 1, 1322, 1209, 1843
74086.386, 1463, 21, 0, 3951, 1098, 837, -157, 0, -488, -109, -232, 16019569, 0, 4461, 14270, 2850, 1151049938, 0, 9856, 3951, 3835, 26, 1169, 1209, 1843
74086.586, 1463, 21, 0, 3952, 1098, 837, -157, 0, -488, -109, -245, 16019562, 0, 4459, 14262, 2849, 1151250049, 0, 9856, 3952, 3836, 34, 1251, 1209, 1536
74086.788, 1463, 21, 0, 3953, 1098, 837, -157, 0, -488, -148, -232, 16019466, 0, 4453, 14243, 2849, 1151450160, 0, 9856, 3953, 3837, 42, 1244, 1209, 2457
74086.987, 1463, 21, 0, 3954, 1098, 837, -157, 0, -488, -70, -232, 16019410, 0, 4459, 14263, 2849, 1151650267, 0, 9856, 3954, 3838, 17, 1229, 1209, 1843
74087.187, 1463, 21, 0, 3955, 1098, 837, -157, 0, -488, -122, -232, 16019469, 0, 4460, 14265, 2848, 1151850373, 0, 9856, 3955, 3839, 21, 1229, 1209, 2457
74087.389, 1463, 21, 0, 3956, 1098, 837, -157, 0, -488, -70, -232, 16019538, 0, 4466, 14285, 2850, 1152050481, 0, 9856, 3956, 3840, 64, 1310, 1209, 2150
74087.589, 1463, 21, 0, 3957, 1098, 837, -157, 0, -488, -109, -193, 16019448, 0, 4464, 14278, 2849, 1152250600, 0, 9856, 3957, 3841, 55, 1095, 1215, 2150
74087.789, 1463, 21, 0, 3958, 1098, 837, -157, 0, -488, -109, -232, 16019478, 0, 4458, 14260, 2848, 1152450712, 0, 9856, 3958, 3842, 74, 1249, 1209, 1843
74087.990, 1463, 21, 0, 3959, 1098, 837, -157, 0, -488, -122, -193, 16019525, 0, 4459, 14263, 2849, 1152650821, 0, 9856, 3959, 3843, 53, 1162, 1212, 1843
74088.190, 1463, 21, 0, 3960, 1098, 837, -157, 0, -488, -70, -232, 16019431, 0, 4462, 14273, 2848, 1152850928, 0, 9856, 3960, 3844, 15, 1189, 1209, 2457
74088.390, 1463, 21, 0, 3961, 1098, 837, -157, 0, -488, -122, -232, 16019462, 0, 4457, 14255, 2856, 1153051089, 0, 9856, 3961, 3845, 77, 1294, 1209, 2150
74088.590, 1463, 21, 0, 3962, 1098, 837, -157, 0, -488, -109, -232, 16019565, 0, 4463, 14276, 2854, 1153251207, 0, 9856, 3962, 3846, 54, 1338, 1209, 2150
74088.791, 1463, 21, 0, 3963, 1098, 837, -157, 0, -488, -96, -232, 16019517, 0, 4456, 14254, 2854, 1153451326, 0, 9856, 3963, 3847, 6, 1198, 1212, 2150
74088.991, 1463, 21, 0, 3964, 1098, 837, -157, 0, -488, -83, -232, 16019436, 0, 4457, 14256, 2854, 1153651444, 0, 9856, 3964, 3848, 28, 1279, 1209, 2457
74089.191, 1463, 21, 0, 3965, 1098, 837, -157, 0, -488, -70, -232, 16019514, 0, 4464, 14279, 2854, 1153851558, 0, 9856, 3965, 3849, 8, 1250, 1209, 2150
74089.392, 1463, 21, 0, 3966, 1098, 837, -157, 0, -488, -31, -206, 16019504, 0, 4468, 14293, 2855, 1154051674, 0, 9856, 3966, 3850, 76, 1220, 1212, 1843
74089.592, 1463, 21, 0, 3967, 1098, 837, -157, 0, -488, -70, -167, 16019410, 0, 4468, 14291, 2855, 1154251789, 0, 9856, 3967, 3851, 40, 1068, 1215, 1843
74089.792, 1463, 21, 0, 3968, 1098, 837, -157, 0, -488, -109, -232, 16019544, 0, 4458, 14259, 2854, 1154451909, 0, 9856, 3968, 3852, 14, 1323, 1209, 2150
74089.992, 1463, 21, 0, 3969, 1098, 837, -157, 0, -488, -109, -193, 16019445, 0, 4463, 14276, 2854, 1154652027, 0, 9856, 3969, 3853, 18, 1141, 1212, 2150
74090.193, 1463, 21, 0, 3970, 1098, 837, -157, 0, -488, -70, -193, 16019430, 0, 4464, 14278, 2854, 1154852142, 0, 9856, 3970, 3854, 27, 1238, 1212, 1843
74090.393, 1463, 21, 0, 3971, 1098, 837, -157, 0, -488, -109, -193, 16019450, 0, 4465, 14281, 2855, 1155052257, 0, 9856, 3971, 3855, 8, 1245, 1212, 1843
74090.593, 1463, 21, 0, 3972, 1098, 837, -157, 0, -488, -70, -232, 16019442, 0, 4461, 14269, 2855, 1155252376, 0, 9856, 3972, 3856, 43, 1283, 1209, 1843
74090.794, 1463, 21, 0, 3973, 1098, 837, -157, 0, -488, -70, -232, 16019530, 0, 4463, 14276, 2855, 1155452494, 0, 9856, 3973, 3857, 25, 1195, 1209, 1843
74090.994, 1463, 21, 0, 3974, 1098, 837, -157, 0, -488, -109, -232, 16019497, 0, 4462, 14272, 2854, 1155652611, 0, 9856, 3974, 3858, 0, 1342, 1209, 1843
74091.194, 1463, 21, 0, 3975, 1098, 837, -157, 0, -488, -148, -232, 16019517, 0, 4460, 14265, 2849, 1155852671, 0, 9856, 3975, 3859, 12, 1211, 1206, 1843
74091.394, 1463, 21, 0, 3976, 1098, 837, -157, 0, -488, -122, -232, 16019594, 0, 4464, 14279, 2851, 1156052779, 0, 9856, 3976, 3860, 130, 1255, 1212, 1536
74091.595, 1463, 21, 0, 3977, 1098, 837, -157, 0, -488, -70, -232, 16019464, 0, 4461, 14267, 2845, 1156252900, 0, 9856, 3977, 3861, 40, 1256, 1209, 1843
74091.795, 1463, 21, 0, 3978, 1098, 837, -157, 0, -488, -70, -232, 16019453, 0, 4463, 14274, 2849, 1156453016, 0, 9857, 3978, 3862, 23, 1231, 1209, 1536
74091.995, 1463, 21, 0, 3979, 1098, 837, -157, 0, -488, -122, -193, 16019460, 0, 4461, 14268, 2849, 1156653123, 0, 9857, 3979, 3863, 64, 1231, 1209, 1843
74092.196, 1463, 21, 0, 3980, 1098, 837, -157, 0, -488, -122, -193, 16019540, 0, 4463, 14276, 2849, 1156853229, 0, 9857, 3980, 3864, 120, 1237, 1212, 1843
74092.396, 1463, 21, 0, 3981, 1098, 837, -157, 0, -488, -83, -232, 16019461, 0, 4458, 14261, 2850, 1157053336, 0, 9857, 3981, 3865, 60, 1351, 1209, 1843
74092.596, 1463, 21, 0, 3982, 1098, 837, -157, 0, -488, -122, -232, 16019579, 0, 4465, 14282, 2849, 1157253447, 0, 9857, 3982, 3866, 63, 1380, 1209, 2457
74092.796, 1463, 21, 0, 3983, 1098, 837, -157, 0, -488, -109, -232, 16019564, 0, 4466, 14285, 2849, 1157453558, 0, 9857, 3983, 3867, 25, 1329, 1209, 1536
74092.997, 1463, 21, 0, 3984, 1098, 837, -157, 0, -488, -70, -206, 16019454, 0, 4465, 14282, 2849, 1157653666, 0, 9857, 3984, 3868, 15, 1242, 1209, 2150
74093.197, 1463, 21, 0, 3985, 1098, 837, -157, 0, -488, -83, -232, 16019457, 0, 4456, 14254, 2849, 1157853772, 0, 9857, 3985, 3869, 75, 1282, 1209, 1536
74093.397, 1463, 21, 0, 3986, 1098, 837, -157, 0, -488, -122, -232, 16019493, 0, 4457, 14257, 2850, 1158053879, 0, 9857, 3986, 3870, 16, 1252, 1209, 2150
74093.597, 1463, 21, 0, 3987, 1098, 837, -157, 0, -488, -70, -232, 16019440, 0, 4459, 14262, 2849, 1158253991, 0, 9857, 3987, 3871, 8, 1370, 1209, 2457
74093.797, 1463, 21, 0, 3988, 1098, 837, -157, 0, -488, -148, -232, 16019551, 0, 4454, 14246, 2849, 1158454102, 0, 9857, 3988, 3872, 1, 1305, 1209, 1536
74093.988, 1463, 21, 0, 3989, 1098, 837, -157, 0, -488, -44, -206, 16019394, 0, 4466, 14283, 2849, 1158654211, 0, 9857, 3989, 3873, 15, 1276, 1209, 1843
74094.188, 1463, 21, 0, 3990, 1098, 837, -157, 0, -488, -70, -193, 16019486, 0, 4463, 14276, 2849, 1158854317, 0, 9857, 3990, 3874, 77, 1189, 1215, 2457
74094.389, 1463, 21, 0, 3991, 1098, 837, -157, 0, -488, -70, -206, 16019433, 0, 4463, 14275, 2850, 1159054424, 0, 9857, 3991, 3875, 17, 1306, 1209, 2150
74094.589, 1463, 21, 0, 3992, 1098, 837, -157, 0, -488, -70, -193, 16019406, 0, 4460, 14267, 2849, 1159254543, 0, 9857, 3992, 3876, 19, 1220, 1212, 3072
74094.789, 1463, 21, 0, 3993, 1098, 837, -157, 0, -488, -70, -193, 16019435, 0, 4463, 14274, 2849, 1159454655, 0, 9857, 3993, 3877, 16, 1243, 1212, 2150
74094.990, 1463, 21, 0, 3994, 1098, 837, -157, 0, -488, -70, -193, 16019445, 0, 4463, 14274, 2849, 1159654764, 0, 9857, 3994, 3878, 26, 1277, 1209, 1843
74095.190, 1463, 21, 0, 3995, 1098, 837, -157, 0, -488, -83, -193, 16019442, 0, 4460, 14266, 2849, 1159854870, 0, 9857, 3995, 3879, 23, 1207, 1212, 2150
74095.199, 1463, 21, 0, 3996, 1098, 0, -157, 0, 0, 0, -193, 16019442, 1, 4460, 14266, 2849, 1159854870, 0, 9857, 3996, 3879, 23, 1207, 1212, 2150
74095.811, 1463, 21, 0, 3997, 1098, 837, -157, 0, -488, -122, -193, 16019453, 0, 4458, 14258, 2848, 1160467472, 0, 9857, 3997, 3880, 43, 1287, 1212, 2150
74096.011, 1463, 21, 0, 3998, 1098, 837, -157, 0, -488, -70, -232, 16019522, 0, 4462, 14272, 2849, 1160667280, 0, 9857, 3998, 3881, 40, 1310, 1209, 2150
74096.200, 1463, 21, 0, 3999, 1098, 837, -157, 0, -488, -83, -232, 16019535, 0, 4462, 14271, 2849, 1160867389, 0, 9857, 3999, 3882, 9, 1301, 1209, 2457
74096.401, 1463, 21, 0, 4000, 1098, 837, -157, 0, -488, -70, -193, 16019423, 0, 4464, 14279, 2848, 1161067498, 0, 9857, 4000, 3883, 0, 1227, 1212, 1843
74096.601, 1463, 21, 0, 4001, 1098, 837, -157, 0, -488, -70, -232, 16019534, 0, 4465, 14280, 2849, 1161267609, 0, 9857, 4001, 3884, 104, 1258, 1209, 2457
74096.801, 1463, 21, 0, 4002, 1098, 837, -157, 0, -488, -44, -167, 16019369, 0, 4463, 14276, 2849, 1161467720, 0, 9857, 4002, 3885, 15, 1181, 1215, 2150
74097.001, 1463, 21, 0, 4003, 1098, 837, -157, 0, -488, -70, -193, 16019421, 0, 4461, 14268, 2849, 1161667833, 0, 9857, 4003, 3886, 14, 1431, 1212, 1843
74097.202, 1463, 21, 0, 4004, 1098, 837, -157, 0, -488, -70, -232, 16019462, 0, 4462, 14271, 2849, 1161867947, 0, 9857, 4004, 3887, 7, 1434, 1209, 2457
74097.402, 1463, 21, 0, 4005, 1098, 837, -157, 0, -488, -44, -206, 16019426, 0, 4464, 14279, 2849, 1162068052, 0, 9857, 4005, 3888, 17, 1342, 1209, 2457
74097.602, 1463, 21, 0, 4006, 1098, 837, -157, 0, -488, -70, -193, 16019498, 0, 4463, 14274, 2849, 1162268165, 0, 9858, 4006, 3889, 29, 1237, 1215, 2457
74097.803, 1463, 21, 0, 4007, 1098, 837, -157, 0, -488, -83, -232, 16019423, 0, 4458, 14258, 2849, 1162468280, 0, 9858, 4007, 3890, 0, 1248, 1206, 2457
74098.003, 1463, 21, 0, 4008, 1098, 837, -157, 0, -488, -83, -167, 16019398, 0, 4461, 14269, 2849, 1162668394, 0, 9858, 4008, 3891, 109, 1407, 1212, 1843
74098.203, 1463, 21, 0, 4009, 1098, 837, -157, 0, -488, -70, -193, 16019432, 0, 4463, 14275, 2849, 1162868502, 0, 9858, 4009, 3892, 12, 1304, 1212, 1843
74098.403, 1463, 21, 0, 4010, 1098, 837, -157, 0, -488, -70, -232, 16019471, 0, 4463, 14275, 2848, 1163068608, 0, 9858, 4010, 3893, 3, 1346, 1209, 2457
74098.604, 1463, 21, 0, 4011, 1098, 837, -157, 0, -488, -70, -193, 16019430, 0, 4465, 14281, 2849, 1163268721, 0, 9858, 4011, 3894, 1, 1308, 1212, 1843
74098.804, 1463, 21, 0, 4012, 1098, 837, -157, 0, -488, -70, -167, 16019436, 0, 4467, 14287, 2849, 1163468834, 0, 9858, 4012, 3895, 20, 1307, 1212, 2150
74099.004, 1463, 21, 0, 4013, 1098, 837, -157, 0, -488, -70, -232, 16019478, 0, 4464, 14280, 2849, 1163668946, 0, 9858, 4013, 3896, 35, 1422, 1209, 2150
74099.205, 1463, 21, 0, 4014, 1098, 837, -157, 0, -488, -70, -193, 16019426, 0, 4463, 14274, 2849, 1163869056, 0, 9858, 4014, 3897, 44, 1283, 1212, 2150
74099.405, 1463, 21, 0, 4015, 1098, 837, -157, 0, -488, -70, -193, 16019426, 0, 4465, 14281, 2848, 1164069163, 0, 9858, 4015, 3898, 32, 1259, 1212, 1843
